businessId,AvgFromReviews,wIDF,wAvg,wRM,wBase
nuyfMxKCG3C8hAeES-v4OQ,3.333333,3.554383,3.591842,3.620857,3.766723
XfgU_1_X8eVX8_CqofAeIQ,4.090909,3.895385,3.906532,3.912313,3.912313
gyvv6FvozgGs4c6bHlgOrw,4.411765,3.686375,3.707692,3.717153,3.766723
rj9Gt5Sifo-iN44vSfdKpQ,3,3.66661,3.694507,3.702978,3.735896
A3CGnXCyJlBfbALkek8yCg,3.666667,4.085179,4.067181,4.057162,3.766723
HXIwTk1zKEU9mvjkrMPLoQ,2,3.55854,3.597611,3.624586,3.700165
F5gT_aH4Q9KQWSEnYdyNlQ,1.666667,3.475623,3.569723,3.610864,3.735896
M99oA5-pXyqQCAPgiPMuxA,4.3125,3.972413,3.971824,3.971619,3.971619
kFI4WerlY9xKN_WFLB1wlQ,4,4.049694,3.966937,3.962993,4.050431
MqnlCLq3b34Lq1Y7j7NY_Q,3.75,3.81648,3.783205,3.774394,3.774394
DUvTVeE7K1734-0dlh9wtw,2.75,3.860694,3.860428,3.867485,3.766723
y4bkwSDssQTlFOYZS76K7A,3.391304,3.605725,3.637755,3.655991,3.735896
VrahGnInN5FjqVXHbtR6SA,4.666667,4.184374,4.140506,4.124061,4.292842
1n1fnITYvF-539rAL6nhTQ,3.285714,3.795231,3.774209,3.769955,3.769955
m9Wqqma30o-hH2fAX7dnug,3.782609,3.594971,3.647453,3.662329,3.735896
Fq1eO1tyDtQZl9rattGn3Q,4.75,3.665583,3.662215,3.660517,3.766723
7_y_M5wRaSvNXt-q4xvlEQ,3.095238,3.651898,3.680307,3.686521,3.735896
#NAME?,4,3.830653,3.799761,3.78548,3.813395
BD74uSwDe175zEqfppDRvg,3.560976,3.571843,3.618362,3.634408,3.636649
c2WLZLpvNG2VLOfjjqKrkw,4.054054,3.884572,3.900522,3.903808,3.903808
uAUwNm5ZaM_sKKqz83iz7g,4.6,3.792065,3.773974,3.76048,3.76048
2OXmEkZheyM3115zFT6zrg,4,3.644655,3.643333,3.643368,3.697175
cAdSoJelw99xvyu80ex_hg,4.333333,3.853483,3.81092,3.803655,3.803655
5BvfodvL-wuBDRy4cPnk_Q,4.25,3.766723,3.766723,3.766723,3.766723
T_LgTwk4-2vFkgoVECz1gA,3.333333,3.04234,3.109742,3.147404,3.766723
iZqO52AeTq6lnn4kn6T-OQ,3,3.643782,3.661417,3.669321,3.731161
NadvCSdVDPx2K3z0827H9g,4.8,4.250982,4.244217,4.23842,3.766723
O23GAU6xDXOh3kDrhNN8Hw,5,4.100364,4.083775,4.075312,3.766723
9VqoZVN8iqf5UsMIwQkgDA,4.970588,4.125894,4.092912,4.082202,4.197655
nxXNJyYrUqPrSYn3gev2cg,4.2,3.588808,3.632775,3.648467,3.766723
xI8fuMPM6SAmaySdYFDOmw,3,3.760268,3.758409,3.75929,3.75929
UVBPF4oYrb0QfgW_DMbLPg,3.466667,3.667114,3.672945,3.675033,3.656382
aBjWR-Mol58GMsRAdz2Tjw,3.325,3.853483,3.81092,3.803655,3.803655
8nwZ6h8hu0aQ0Fw1j0ZY7w,2.2,3.717487,3.76523,3.808367,3.970529
HibY2EcXQhd4_JK_E_RX-Q,2.851852,3.594971,3.647453,3.662329,3.735896
NRbxQLwFyfb7BC0Vs2ld5A,4.75,4.103543,4.094947,4.089803,3.766723
qNqvJIH4_KENAajUfRZKoA,4.107143,3.661719,3.69203,3.701056,3.701056
4W8yByOfyP6_PvSiRETjIw,1.25,3.316346,3.383698,3.40953,3.766723
bTd2Z_ITOufvGySokmHfwg,3.25,3.910713,3.916327,3.918047,3.918047
zblaXjzHKgT0yLZpf4bg_w,2.571429,3.629409,3.673097,3.688032,3.688032
sspvIv6br3Vto2s5JkeiMw,1.666667,3.598502,3.646872,3.656382,3.656382
2boDLxiH__m9Q0ApTJTwQQ,2.333333,3.933825,3.941048,3.946955,3.946955
siatNcf5O_vH0sL6OdvYLQ,2.35,3.577036,3.645659,3.660498,3.508758
qiFTZ7aJz-FXt1wz8YigAA,3.460674,3.571843,3.618362,3.634408,3.636649
LE93qqXLoSQZ777ONaJFMA,3.347826,3.788119,3.76799,3.764654,3.764654
BT7F6_b2AliZpOiuXy9iAA,2.75,3.774711,3.806462,3.830243,3.766723
aWbvOOOhlRIVXBansfLdEQ,3.857143,3.774711,3.806462,3.830243,3.766723
qr5MMPq-DliAgaSvG47tdg,4.428571,3.831851,3.839084,3.8514,3.8514
KtBCBixyiNTXu_NjjVmDYA,5,4.278055,4.1768,4.105958,4.461538
vkQDObdBffLtHxJ_s8rgOQ,3.444444,3.746895,3.739931,3.739462,3.739462
d_PpdEoa0ZR46ShX4mfdSg,4,4.085179,4.067181,4.057162,3.766723
VSPuvNSDUvlTl670lVAkkw,4.860465,3.795231,3.774209,3.769955,3.769955
d83_qJwcOYOojQsapu1Z4A,3.878049,3.788119,3.76799,3.764654,3.764654
nqpUjsD-nUIQCrr15B9W-g,1.75,3.735896,3.735896,3.735896,3.735896
DuaoskPAVBV55px_cwxIVw,2.526316,3.594971,3.647453,3.662329,3.735896
vvMR0jgDoBA-g1XgZy8sEg,3.856209,3.886923,3.871795,3.866406,3.866406
szg3XiVTKGI9URJhhMI6MQ,3,3.766723,3.766723,3.766723,3.766723
_ZP5cN3wMmHlOEgP-yH9Gg,4.1,3.747643,3.74726,3.747133,3.757455
f9eFteZuBoZqzYg5UUrufw,3.5625,3.806047,3.809124,3.81563,3.882896
PZv6SPORD9ivj4jwKvGgjQ,3.959459,3.795231,3.774209,3.769955,3.769955
M1xr5BzeTA2xJ0VQ9ccBpg,2,3.757167,3.755994,3.755609,3.766723
EFz6I-rPPyeNgH0xbevMWQ,4,3.590924,3.625823,3.666564,3.766723
mYllxK_W8coErrA1Vbf-yQ,4.333333,4.115986,4.079404,4.076451,4.1322
5ErKAS0rHOfU33CYjDh2Aw,4.051282,3.854637,3.822853,3.816756,3.816756
awT0OaO_dX9zGJly6wGFaw,4.857143,3.766634,3.816234,3.85391,3.931511
g1SVMyYvzGLVaSGvbtwS1Q,5,4.250982,4.244217,4.23842,3.766723
AqbgC7Gul5Es1rRzGNLDFA,3.470914,3.936933,3.935294,3.934692,3.934692
I2Wj6X3klB-nkXJakqasOw,3.875,3.687373,3.694087,3.697175,3.697175
jZ9J99onAgRfwa5XeaQGSg,3.1,3.735896,3.735896,3.735896,3.735896
Ytzx1ReSp6coBOE20yymzA,3.833333,4.038924,3.980019,3.948716,4.084871
S0xheIUam7rYNUI8KiWq3A,4,3.922023,3.875457,3.842108,3.766723
QVR7dsvBeg8xFt9B-vd1BA,3.619048,3.698159,3.703227,3.704554,3.704554
FURgKkRFtMK5yKbjYZVVwA,4.133956,3.824118,3.791792,3.788788,3.788788
pG1_llTQIrd5NRc_acQMKQ,3.090909,3.705004,3.711357,3.712942,3.712942
wxIDf3JPqLg-5KP-viUFSA,3.666667,3.8924,3.881716,3.878428,3.894209
fiakOloknJZNUDD-yly-Ew,4.333333,3.774711,3.806462,3.830243,3.766723
zndojwQUqZgdjqvKuJqMVg,2,3.04234,3.109742,3.147404,3.766723
gTljjX9KfEJ44Db2vU-TBA,5,4.100364,4.083775,4.075312,3.766723
B_1LLEKSddI0hvOuB6S6VQ,3.8,3.705059,3.704934,3.704928,3.704928
Dl75rUIh6VWgg4bRxOLqoA,4.625,3.651898,3.680307,3.686521,3.735896
R4zcw0jq-gMgDtPyCjwnew,4.25,3.651898,3.680307,3.686521,3.735896
zTh0ArlhidvA2C8RNE5wbg,4,3.826619,3.802508,3.797634,3.797634
lktu5JPDlQUG-7cV7gOzDQ,4.277567,3.982226,3.970796,3.968538,3.968538
RTOIToX8bSm4wKqNBB6omw,3,3.735896,3.735896,3.735896,3.735896
lw74h6AbGU-zeOYpAe56PA,4,4.058573,4.015622,3.984085,3.984085
OVcavcrdVvhDGSNnITDHDA,4.666667,3.273469,3.279765,3.287169,3.766723
GeHwru6TVDyVErFc92Nn2w,3.545455,3.739418,3.733816,3.731872,3.733184
JyI-Gm_iSeBwv3kXPLRAlQ,4.833333,3.646183,3.646183,3.646183,3.766723
EEC7t11ciQ6XUjkudRbYSg,3.529412,3.788119,3.76799,3.764654,3.764654
644P7OVoMDP_9QBSICW5vQ,3.142857,3.981053,3.941237,3.930289,4.023246
5HtkkB0BIUr3HEbm9O5b2w,1,3.932687,3.886104,3.864859,3.766723
YrJm6ddhEnUlAuCn-7scyA,2.333333,3.713516,3.711309,3.710645,3.710645
4gIV5MYpCDbNI-bL3g_tSw,3.609756,3.686253,3.699721,3.699777,3.627047
2MM1zXQotfBkW4YRMPY-ZA,2.428571,3.651898,3.680307,3.686521,3.735896
thlCF7B2DIhkOuyQXj6liw,3.724138,3.877985,3.889884,3.894209,3.894209
gxuVySgACHDqJlwmelFHLA,4,3.766634,3.816234,3.85391,3.931511
tqDwpyCB53TiEIv915Tuww,3.74,3.81648,3.783205,3.774394,3.774394
CpYBCG_UAlyRpTFyMZe0zQ,4.777778,4.250982,4.244217,4.23842,3.766723
4xhRzeO08GXfHv94ZengJw,3.666667,4.050014,4.033069,4.029642,4.029642
l0_Kx5r4Y3ycg4Fexu_GZQ,2.5,3.714494,3.740076,3.758422,3.766723
VGYaXB8kJjqBBIg6bsx1Sg,3.407407,3.594971,3.647453,3.662329,3.735896
16olLTJnCA0Q3B_oft0RvQ,3.4,4.181488,4.107803,4.084467,4.113394
WM8sy8FjrU3PpxN_NI02ZA,2.852941,3.649761,3.669593,3.67624,3.701056
2TWGIhh6y-f9fe-Q6kySGQ,3.736842,3.342069,3.39442,3.40128,3.25247
i_PkfGnX3J4Zsipp0chvwA,3.333333,3.877985,3.889884,3.894209,3.894209
VaUPAYItVG2qf3YVx5yHxQ,4.076923,3.734505,3.738826,3.740683,3.743501
YiUG1a1pyEXoimjIhodZDg,2.666667,3.898665,3.876271,3.86274,3.766723
1N3D381l_VZZY4ZH-vpDww,4.285714,4.120697,4.088258,4.073718,3.766723
Upy1cPinoaeK4HKwY6BUaw,4.666667,3.635415,3.636591,3.637708,3.724614
bS2iENq-r03NA7HcON3ujg,4.869565,4.113601,4.057938,4.01695,4.01695
1QNkTUtdi2yksBhxPpFV4A,4.666667,3.607049,3.629743,3.656243,3.766723
lg5WZSBlRdtq2vhHcXImGg,3.833333,3.908827,3.860152,3.843595,4.084871
FV0BkoGOd3Yu_eJnXY15ZA,3.956395,3.824118,3.791792,3.788788,3.788788
V43zNBg40i3vx81-siu7mw,4.25,3.766723,3.766723,3.766723,3.766723
SBoiz3gaoNcFI5P9opZg2Q,5,4.316332,4.228121,4.165199,4.55
41SzC2WJ-RVUpVZ2NJfE-w,2.333333,3.55854,3.597611,3.624586,3.700165
kjVyy6q0UY620sEy56kJ3g,1.8,3.500512,3.594087,3.627284,3.735896
MlxRZcY1HR2JGTu5vmVJQQ,5,3.846768,3.8206,3.806134,3.766723
Xr2Qe7Se0WyH68nOxSn5aw,3.526316,3.784174,3.74777,3.739008,3.776504
SK04ABcwoEtvIZ3VOZccPw,3.4375,3.666817,3.730746,3.775059,3.894209
fOERqjUznd2KBMKrxlMUww,4.214286,4.077,3.974027,3.948731,4.165493
38n7vTuYBUVunJN9IAcMmw,3.333333,3.625162,3.68095,3.717642,3.766723
8efc4wqa0XDt3_z2R7jaGA,4.333333,3.651898,3.680307,3.686521,3.735896
zbYJ3J-zJvKqXMSL-nOgog,4.666667,4.005036,3.95267,3.931296,4.056286
3OauvrqUU8nDLWcW6q9hGQ,3.642857,3.81648,3.783205,3.774394,3.774394
suivIX2e8mQKGvbMvbcm2Q,3.347826,3.651898,3.680307,3.686521,3.735896
XJv7dUb5fMRaZAWVZjhtvw,3.510638,3.526869,3.573513,3.593675,3.508758
1FiymySkWsWxDNaUAP1LuQ,4.36,3.691234,3.708922,3.713496,3.713496
vZDbnj_shv76Tv1u1R0w-Q,3,3.166995,3.250944,3.358447,3.766723
kA_88hART1Fx-zc_njLBHg,3.87931,3.854637,3.822853,3.816756,3.816756
at82G4ZvMDtEsksDVk28tg,3.333333,4.085179,4.067181,4.057162,3.766723
sN1D1gv_m-KflQ-PlCUbRQ,2.5,3.715144,3.783022,3.815047,3.931511
4CC4J_bepXOiWVS4CVN6NA,4.857143,3.873045,3.820876,3.810055,3.810055
Gr-1-hmNUVw5y-RJ_coaFw,4.833333,4.454113,4.349826,4.382643,4.721893
FaFR-cMtfRgKk7NCRcZmYQ,3.333333,3.55854,3.597611,3.624586,3.700165
rZrqA3BJx7bxYMSybosU6g,4.4,3.714494,3.740076,3.758422,3.766723
q34vLVEbHPzS0ZUC8XGsVw,1.8,3.72684,3.730494,3.731549,3.735896
d_B84CIeaUE-UbN41_txdQ,2,3.980247,3.968207,3.964834,3.964834
p7m9uYWxKSFCF-qC7hPxPQ,3.724138,3.673602,3.691846,3.699677,3.699677
xqH1PdNn1P-D0snRdfZXAA,3.5,3.925634,3.890858,3.883605,3.883605
Ge74g1X0c3lx2QVwcYQqXg,3.333333,4.120118,4.092044,4.096203,4.096203
1pYcTdg1n7_S867aR4SAvw,2.333333,3.429351,3.479462,3.517056,3.766723
TzImzfIWkZTnetKl2a4-SQ,3.328244,3.717666,3.730832,3.741419,3.741419
6EMOo9QEU-gHEtBAOD0rHQ,4,4.2019,4.131598,4.100433,4.371134
gaX1rGPdv9eyPra0cYsYZA,3.571429,3.795231,3.774209,3.769955,3.769955
EzmLHVzRLTMLL82x5pydUQ,2.333333,3.735896,3.735896,3.735896,3.735896
niPFXq4r2mc0zFlOpWV3Eg,3.482143,3.826619,3.802508,3.797634,3.797634
dqfFjm-GyiN_Ni53tK_SvQ,3.666667,3.737596,3.727418,3.720873,3.766723
j0Uc-GuOe-x9_N_IK1KPpA,3.961538,3.795231,3.774209,3.769955,3.769955
JIlCjl73CKz0MeAsvY15xQ,3,3.886741,3.82296,3.803235,3.803235
WKYxgFjw3CatL9ZWFqH5Hw,5,4.465992,4.330984,4.272728,4.684211
--5jkZ3-nUPZxUvtcbr8Uw,4.545455,3.763819,3.752487,3.74934,3.74934
VlHp9AFc9repIF6braYCCg,4.583333,4.015617,3.990477,3.977358,3.977358
o5ysIBT-sgplWqk5jFb6TQ,4.2,4.002576,3.910074,3.81585,3.766723
9TJIYL_2C-JYmm9Ye6J66w,2,3.788119,3.76799,3.764654,3.764654
YXj9UFDZjWoG96x_KDAyFw,4,4.176508,4.110264,4.020383,3.970529
1nq6zzJuVgwaHtXau97_Iw,4.5,3.651898,3.680307,3.686521,3.735896
CxeEW32ufIL3k4fMW1Zg3Q,5,3.929906,3.841233,3.815959,4.146096
hGQsnkndreW7b26XC2HVRA,3.490566,3.558206,3.604988,3.621726,3.621726
zxqvU415r_RtZRKDtdbIKQ,3.638889,3.594971,3.647453,3.662329,3.735896
EMGkbiCMfMTflQux-_JY7Q,4.024096,3.836262,3.805794,3.793803,3.793803
Js7xxK2D4Dc0W8XkAzc4cg,4.166667,3.637972,3.658951,3.66808,3.713496
zht8__JJoxkozBhf_vuKYg,4.266667,3.475623,3.569723,3.610864,3.735896
c2VTq-jTGaYhk8X4QC62zA,2.5,3.895385,3.906532,3.912313,3.912313
xCXSaqlKvclhWBczA4fqkA,3.333333,3.668206,3.696794,3.707731,3.707731
tpN254LPQTzGODnqI6RpSA,3.2,3.774711,3.806462,3.830243,3.766723
EEP1M2-gYEy5R462rPmPuw,3.333333,4.015617,3.990477,3.977358,3.977358
16divAZmHqQqlAnkVrbfSw,1,3.122889,3.206716,3.294576,3.766723
rV9baZEjqw4fEjt0pYP7Ng,2.333333,3.669786,3.694641,3.700165,3.700165
Q-lzzaCl5-yD2KgZcXevjA,4.388889,3.788119,3.76799,3.764654,3.764654
hnw-5xX7i4C1po5X9i686Q,4,3.735896,3.735896,3.735896,3.735896
l3nh2s9I0F_bKB3jn73FmQ,4.333333,3.590924,3.625823,3.666564,3.766723
taOEQHSqfA5PTkAPQ00C4Q,2,3.766723,3.766723,3.766723,3.766723
9tefv6uPxoHhp_OlQQJVXA,2.6,3.594971,3.647453,3.662329,3.735896
mFqpvUsEveJ1L5XPbcxaGg,4.333333,3.665583,3.662215,3.660517,3.766723
g_kWt31WKc40DuEgNeM2YQ,4.6,4.053151,3.992607,3.984378,4.172247
chQMtE0iF9CHr8T-ahkrKQ,3.625,3.966739,3.896818,3.874667,3.874667
VSSO193ph86tmxDVaSDb3A,3.166667,3.484868,3.552807,3.58548,3.621726
iBE88ZlQxDcdwT-4jAiRGQ,4,4.015617,3.990477,3.977358,3.977358
3g1VhiYuDWqJOH3cp3ugIw,4.666667,4.233493,4.142222,4.110669,4.684211
3Mae8hxgIUomygfAI9pzWA,3.666667,3.877985,3.889884,3.894209,3.894209
IbhWOItXWvpZvnx3-USiLw,3.526316,3.734505,3.738826,3.740683,3.743501
a1hQlsTan_m8K3eTW7BNSw,3.310345,3.667114,3.672945,3.675033,3.656382
4C-lKI0L6bloWChrqXM5Jg,5,4.048267,4.011131,3.993369,3.993369
NCM64MnD1NCtBfJzgBIZKQ,4.391304,3.716011,3.694713,3.68345,3.766723
eIiJk83U9538QdWUVOlwbg,4,4.07112,3.98128,3.935065,3.766723
-6Roo-EHgSdUa4rP3tWyRw,3.414634,3.699121,3.697943,3.700924,3.700924
wv-sFu9evzMIBESLqqnWnw,5,4.44221,4.2689,4.225258,4.225258
cuxqnMMmbBV0iE2KJJy60Q,3,3.735896,3.735896,3.735896,3.735896
Hgbxen9iKGL4AH6kKgC8YQ,4.539474,3.889729,3.869393,3.863844,3.863844
SF43rzRcmrHxaFNN3Pacjg,3.8,4.047393,4.032767,4.022927,3.766723
JsanjIgKkl_b6kc4qWC55Q,3.80597,3.598992,3.619476,3.635087,3.687851
dfb-vYUE3l6CQjvC3rbu7g,5,3.922023,3.875457,3.842108,3.766723
90FMI917WPqmn_CIT31pyw,4,3.666817,3.730746,3.775059,3.894209
apEkYsUz31lI3tcJoC4HbA,3.117647,3.651898,3.680307,3.686521,3.735896
LuTLXVyJvgshMlXTBw-Now,3.375,3.787916,3.76706,3.762037,3.762037
ypeCwCbF5Q2lXuybEgPQAA,2.333333,3.65873,3.712093,3.765809,3.766723
4SwDarJGXaUPGv8QpmpHxQ,3.8,3.598502,3.646872,3.656382,3.656382
lxUsXRoQT3Th4x3fwnAZ9Q,3.75,3.774711,3.806462,3.830243,3.766723
#NAME?,4.166667,3.830653,3.799761,3.78548,3.813395
9yq9xzYkYJZamqCXZ_wNvw,5,4.383633,4.279909,4.315718,4.774194
FYfh6ZwOovpZvmSHa4DRRA,5,4.388578,4.269824,4.033787,4.862121
Obz3WGtDmcdgWN-r6mWc2w,3.111111,3.651898,3.680307,3.686521,3.735896
DfJRq4pqowfdTB4iTAENjQ,4.1,3.795231,3.774209,3.769955,3.769955
Sem-1XGzHHVqMCATBbJnmA,3.666667,3.853595,3.843058,3.837915,3.766723
vdSqetuu1LehZiiBu8hSXg,3.2,3.735896,3.735896,3.735896,3.735896
ehniPgvO3bL3A7qNTmNdLA,3.25,3.981053,3.941237,3.930289,4.023246
9ocGgALmbzTZWOS7f7SYcA,2.8,3.686891,3.708986,3.72883,3.792171
jzPMl-NoB5F2fwoHX3hN8A,2.864198,3.651898,3.680307,3.686521,3.735896
Cyd1Pzo6mJ2xfMExtsi9xw,3.75,3.718236,3.745673,3.772368,3.766723
JobP0ghILdh8S8l-LhHHxQ,2.809524,3.651898,3.680307,3.686521,3.735896
0ylC0tsPUY3yaoXRaCDL3Q,4.384615,3.853483,3.81092,3.803655,3.803655
hisR9LKBN9sgcMxclH0e7g,2,3.475623,3.569723,3.610864,3.735896
MiajUnwoG7RGoaolO1rPaw,3.5,3.699121,3.697943,3.700924,3.700924
o0W63qXx172aCiGf-CCWyA,3.846154,3.306953,3.373166,3.459054,3.724614
EmlgWjs1ZzZEpDjZCSPLmw,3.914634,3.827315,3.812306,3.808591,3.808591
t9ntv9sQfi1IcydRE3ZW0w,1.25,3.04234,3.109742,3.147404,3.766723
Y1D7yJi_NIVt3BglpGpjBg,4.2,3.936933,3.935294,3.934692,3.934692
vPBjlCkTLZ6vsRFEP6g0hQ,4,3.884826,3.864998,3.856325,3.90613
NDKkce5Au-o_OhIt5f2ZBg,3.172727,3.666302,3.685272,3.69089,3.69089
S4UzAa0XMYU5oNG3rIwsHA,3,4.156464,4.160077,4.163887,3.766723
kn9KGYt5JeZuTc6RSi1w0g,4.75,3.320258,3.327258,3.367272,3.593023
T4XMgqYiEsALBW_st6diUg,5,4.454113,4.349826,4.382643,4.721893
SPqPt-K6qzTutj_vWOgKGA,3.6,3.430049,3.528937,3.575252,3.735896
6t45LYvhzncXIM5gpJxZLw,3.222222,3.980247,3.968207,3.964834,3.964834
9DsXB8T3UwBYiLPiLJJuNQ,3.387097,3.553837,3.618334,3.641825,3.641825
hCrgxGV0uilNV_tMHD-1fQ,3.125,3.61937,3.650656,3.678004,3.769955
NLek5KCyuf9HHIMFJDEf_g,4,3.775162,3.777562,3.778604,3.772563
cxShXLGuI24Xow5YhjFb5Q,3.333333,3.877985,3.889884,3.894209,3.894209
oD73N2VXwyJyCvMl_Z2S7A,4,4.184374,4.140506,4.124061,4.292842
eHcQzL5eebqvKrLW5q283w,2.893617,3.853483,3.81092,3.803655,3.803655
rLHVgSA8foTgapmzzUyamw,3.444444,3.973331,3.903578,3.882161,3.882161
QSFFDslGzMqHTgVfeYluIg,3.4,3.588808,3.632775,3.648467,3.766723
uaAMGh8gMoJD4nLFzNsM-A,3.909091,3.980247,3.968207,3.964834,3.964834
NSkmg9I32-BccQsfXKHdAw,2,3.515238,3.549369,3.571825,3.766723
werWnE_3k8GYVaMuUcWw4g,4.5,3.711336,3.746662,3.782383,3.970529
K3ujPUNW6NNIZv_hRI_yrQ,2.666667,3.735896,3.735896,3.735896,3.735896
CMTDZRDnv_O0rwAvRVbjvg,3.813953,3.893786,3.877,3.872334,3.872334
Uj892z9R-BpyqoXKou8MUw,3,3.316346,3.383698,3.40953,3.766723
OVFcGSh4Wu-ss8Iq_fIC-Q,3.875,3.651898,3.680307,3.686521,3.735896
_mt0EQgGCG-qrLy51RnQag,3.238095,3.651898,3.680307,3.686521,3.735896
3G7EwiyMDKl_mPjKYaDcUg,2.75,3.757167,3.755994,3.755609,3.766723
bU4ZRr07Y6DFayPK3kKFsw,2.333333,3.669786,3.694641,3.700165,3.700165
1lPG5M2N8wWNJMrricrbIw,2.333333,3.910713,3.916327,3.918047,3.918047
qb1o61d_qrwEpxAm16dZCA,2.83871,3.651898,3.680307,3.686521,3.735896
cXx-fHY11Se8rFHkkUeaUg,3.666667,3.577901,3.613054,3.626539,3.626539
eJl8_6qggNasZ_ln0IF-XA,4.666667,3.825588,3.840932,3.845487,3.766723
V9i9LnTg9H2XvzqCVBSOXg,3.324561,3.673602,3.699599,3.708304,3.708304
0QFxzJAd_6SQ55LSTc_v4g,4.142857,3.825588,3.840932,3.845487,3.766723
mCJxU7hLag7xOhOz3z-cwg,3.125,3.895385,3.906532,3.912313,3.912313
Fo9anqUIF79EqzQm_noeMg,2.4,3.961424,3.946031,3.936925,3.766723
f9W67YTG5w93FW1w3GWVYQ,3.666667,3.55854,3.597611,3.624586,3.700165
um2sEf_ITsCc536kPQ6Umg,3.363636,3.669861,3.691762,3.696874,3.696874
Cp6JGY5YIRncTV_My9nf9g,4.488095,3.692806,3.695236,3.697025,3.735896
rdQ4jMH0i4QrYoVnD-HdWg,3.333333,4.184374,4.140506,4.124061,4.292842
MIdjQkRSfrp635I7631SVQ,3.875,3.982226,3.970796,3.968538,3.968538
p3ddasttQWyqgntZsaOwgw,5,4.134537,4.127397,4.123899,3.766723
Z7XN0NQH-5uERDzWt7UY6w,1,3.635415,3.636591,3.637708,3.724614
svUuarGBHtVcBFst3UoHkQ,3.727273,3.76705,3.796971,3.808784,3.846144
9quEu_e1r36ck3I-TuyFMQ,4.083333,3.635415,3.636591,3.637708,3.724614
T2xiF9kMc_WRH0GeKAXC-g,2.8,3.598502,3.646872,3.656382,3.656382
NwxQZP5ML6tIBpW9Fx0ZiA,3.833333,3.766723,3.766723,3.766723,3.766723
f0d6rKFQSvss42fGYTelvQ,4.4,3.757167,3.755994,3.755609,3.766723
7jJ1BDPCQ-oM7nmQeKh5Rg,2.75,3.980247,3.968207,3.964834,3.964834
yZbPvIa_7nt7ekxi31SkUA,3.787234,3.624878,3.638039,3.642667,3.675886
1CU_ksC32Hz7QmioMH91nQ,4.857143,3.787502,3.799769,3.804516,3.804516
_HGheM2jzKEZFqkT4kyViQ,4.75,3.982226,3.970796,3.968538,3.968538
74qDPs2dR6gSzDp6N1U-Og,3.94,3.883433,3.828019,3.818623,3.818623
hre_4sjNAo9jYE6PfhRuAw,3.4,4.048267,4.011131,3.993369,3.993369
nJNvvbLZ4aenArn1C5-3qA,4.25,3.910713,3.916327,3.918047,3.918047
dRSs6fSLY_DQTWOeo09Thw,3.75,3.475623,3.569723,3.610864,3.735896
uR2aNW75R4oYs9w7aw-_kQ,3.52766,3.707994,3.71351,3.715405,3.715405
ZT4yweuACGHR9KtlqPJpiA,1.8,3.735896,3.735896,3.735896,3.735896
W5tBa2Bvs2fCXQuM40REAA,2.37037,3.72684,3.730494,3.731549,3.735896
sa-CgzlC0m5xrspvBbz6xA,4,3.663209,3.687802,3.699994,3.699994
nOb5CUmPsVFV9PCKOpgcFw,3.75,3.594971,3.647453,3.662329,3.735896
fpL1qcZ6qbWzC79WU0E-Ug,3.2,3.635415,3.636591,3.637708,3.724614
RpJCV0Qb5ymnL6xvPc7e8w,4,3.316346,3.383698,3.40953,3.766723
r-TVSxB3K2weoxpUnRXiEw,4.666667,4.184374,4.140506,4.124061,4.292842
tK_a3oP-70kAr0u3qvwPPQ,1.5,3.598502,3.646872,3.656382,3.656382
BRhKD4BEMg6NagsD3z-0YA,3.789474,3.669786,3.694641,3.700165,3.700165
VleSf6P-lyyyfkgNiwGjhA,2.25,3.475623,3.569723,3.610864,3.735896
1xu5wFd0TeBg6xNBiRtknw,3.695652,3.86941,3.856524,3.852363,3.852363
ts-MfJZ3BLPS6PP2KBa6Jg,3.666667,3.871261,3.823494,3.781179,3.766723
knGQsKKPPScP7q8sgeOLPQ,3.5,3.931511,3.931511,3.931511,3.931511
0QrA-Klgp1R-GzUr6uJS7Q,3.526316,3.895385,3.906532,3.912313,3.912313
jGldmslgIegQNM5kvb851Q,3.694915,3.883433,3.828019,3.818623,3.818623
JIhQbJqFNcao-RkB8WPqdw,3.666667,3.737596,3.727418,3.720873,3.766723
nnzIPiOM_Gh8csVVvBbqNA,4.75,4.062007,4.021503,3.984841,3.766723
2E5iuTckRcbtJm2pC1tIlQ,3.666667,3.691234,3.708922,3.713496,3.713496
ghzksdgNztTZA49PqMvPkA,3.6,3.594971,3.647453,3.662329,3.735896
tsom7jUEr_DetH65ZtEc3w,4.222222,3.853483,3.81092,3.803655,3.803655
OzaDMFZdtOUw79L-wwfDLg,5,4.454113,4.349826,4.382643,4.721893
3V3bFPPkCbCFhPS4pq9LMg,3,3.635415,3.636591,3.637708,3.724614
dZb_-YeZGUWlYNd-nOXRYg,3.444444,3.656142,3.67513,3.704209,3.803655
sfb1ih8EuzCzUaBaZnupIg,4.272727,3.737596,3.727418,3.720873,3.766723
H7KzlC0-o1wIhlGg-Me5Ag,3.485714,3.651883,3.666409,3.674511,3.722898
0-KOpYSe9aQTAfM38f47HQ,5,3.796772,3.820718,3.841379,3.766723
Uj59qeEbO1cls-M5EkvLxw,4.5,4.140708,4.092149,4.078327,4.078327
VprXrZ01I5RxhJIyBl3YmQ,4.111111,3.735896,3.735896,3.735896,3.735896
s02x9kPbZii-uw1x0Oyy6w,3.6,3.514484,3.564745,3.591135,3.766723
